:	dvije tačke
💁‍♂	gestikulacija, informacije, muškarac, muškarac otkriva namjere, ruke
💁🏻‍♂	gestikulacija, informacije, muškarac, muškarac otkriva namjere, muškarac otkriva namjere: svijetla koža, ruke, svijetla koža
💁🏼‍♂	gestikulacija, informacije, muškarac, muškarac otkriva namjere, muškarac otkriva namjere: srednje svijetla koža, ruke, srednje svijetla koža
💁🏽‍♂	gestikulacija, informacije, muškarac, muškarac otkriva namjere, muškarac otkriva namjere: ni svijetla ni tamna koža, ni svijetla ni tamna koža, ruke
💁🏾‍♂	gestikulacija, informacije, muškarac, muškarac otkriva namjere, muškarac otkriva namjere: srednje tamna koža, ruke, srednje tamna koža
💁🏿‍♂	gestikulacija, informacije, muškarac, muškarac otkriva namjere, muškarac otkriva namjere: tamna koža, ruke, tamna koža
💁‍♀	gestikulacija, informacije, ruke, žena, žena otkriva namjere
💁🏻‍♀	gestikulacija, informacije, ruke, svijetla koža, žena, žena otkriva namjere, žena otkriva namjere: svijetla koža
💁🏼‍♀	gestikulacija, informacije, ruke, srednje svijetla koža, žena, žena otkriva namjere, žena otkriva namjere: srednje svijetla koža
💁🏽‍♀	gestikulacija, informacije, ni svijetla ni tamna koža, ruke, žena, žena otkriva namjere, žena otkriva namjere: ni svijetla ni tamna koža
💁🏾‍♀	gestikulacija, informacije, ruke, srednje tamna koža, žena, žena otkriva namjere, žena otkriva namjere: srednje tamna koža
💁🏿‍♀	gestikulacija, informacije, ruke, tamna koža, žena, žena otkriva namjere, žena otkriva namjere: tamna koža
🙋🏻	gestikulacija, izabrati, osoba, ovde, pitanje, podići, ruka, srećna osoba sa podignutom rukom: svijetla koža, svijetla koža
🙋🏼	gestikulacija, izabrati, osoba, ovde, pitanje, podići, ruka, srednje svijetla koža, srećna osoba sa podignutom rukom: srednje svijetla koža
🙋🏽	gestikulacija, izabrati, ni svijetla ni tamna koža, osoba, ovde, pitanje, podići, ruka, srećna osoba sa podignutom rukom: ni svijetla ni tamna koža
🙋🏻‍♂	gestikulacija, izabrati, muškarac, muškarac podiže ruku: svijetla koža, ovde, pitanje, podići, ruka, svijetla koža
🙋🏼‍♂	gestikulacija, izabrati, muškarac, muškarac podiže ruku: srednje svijetla koža, ovde, pitanje, podići, ruka, srednje svijetla koža
🙋🏽‍♂	gestikulacija, izabrati, muškarac, muškarac podiže ruku: ni svijetla ni tamna koža, ni svijetla ni tamna koža, ovde, pitanje, podići, ruka
🙋🏻‍♀	gestikulacija, informacije, ruke, svijetla koža, žena, žena podiže ruku, žena podiže ruku: svijetla koža
🙋🏼‍♀	gestikulacija, informacije, ruke, srednje svijetla koža, žena, žena podiže ruku, žena podiže ruku: srednje svijetla koža
🙋🏽‍♀	gestikulacija, informacije, ni svijetla ni tamna koža, ruke, žena, žena podiže ruku, žena podiže ruku: ni svijetla ni tamna koža
🧏🏻	gluv, gluva osoba: svijetla koža, osoba, pristupačnost, sluh, svijetla koža, uho
🧏🏼	gluv, gluva osoba: srednje svijetla koža, osoba, pristupačnost, sluh, srednje svijetla koža, uho
🧏🏽	gluv, gluva osoba: ni svijetla ni tamna koža, ni svijetla ni tamna koža, osoba, pristupačnost, sluh, uho
🧏‍♂	gluv, gluv čovjek, čovjek
🧏🏻‍♂	gluv, gluv čovjek: svijetla koža, svijetla koža, čovjek
🧏🏼‍♂	gluv, gluv čovjek: srednje svijetla koža, srednje svijetla koža, čovjek
🧏🏽‍♂	gluv, gluv čovjek: ni svijetla ni tamna koža, ni svijetla ni tamna koža, čovjek
🧏🏾‍♂	gluv, gluv čovjek: srednje tamna koža, srednje tamna koža, čovjek
🧏🏿‍♂	gluv, gluv čovjek: tamna koža, tamna koža, čovjek
🧏🏻‍♀	gluva, gluva žena: svijetla koža, svijetla koža, žena
🧏🏼‍♀	gluva, gluva žena: srednje svijetla koža, srednje svijetla koža, žena
🧏🏽‍♀	gluva, gluva žena: ni svijetla ni tamna koža, ni svijetla ni tamna koža, žena
🙇🏻	gestikulacija, izvini, izvinjenje, klanjanje, kretanje, meditacija, meditirati, moliti, naklon, oprostiti, osoba, osoba koja se klanja: svijetla koža, pokret, sažaljenje, svijetla koža, žaljenje
🙇🏼	gestikulacija, izvini, izvinjenje, klanjanje, kretanje, meditacija, meditirati, moliti, naklon, oprostiti, osoba, osoba koja se klanja: srednje svijetla koža, pokret, sažaljenje, srednje svijetla koža, žaljenje
🙇🏽	gestikulacija, izvini, izvinjenje, klanjanje, kretanje, meditacija, meditirati, moliti, naklon, ni svijetla ni tamna koža, oprostiti, osoba, osoba koja se klanja: ni svijetla ni tamna koža, pokret, sažaljenje, žaljenje
🙇🏻‍♂	gestikulacija, izvinjenje, muškarac, muški duboki naklon, muški duboki naklon: svijetla koža, naklon, svijetla koža
🙇🏼‍♂	gestikulacija, izvinjenje, muškarac, muški duboki naklon, muški duboki naklon: srednje svijetla koža, naklon, srednje svijetla koža
🙇🏽‍♂	gestikulacija, izvinjenje, muškarac, muški duboki naklon, muški duboki naklon: ni svijetla ni tamna koža, naklon, ni svijetla ni tamna koža
🙇🏻‍♀	gestikulacija, izvini, izvinjenje, klanjanje, kretanje, meditacija, meditirati, moliti, naklon, oprostiti, pokret, sažaljenje, svijetla koža, žaljenje, žena, ženski duboki naklon: svijetla koža
🙇🏼‍♀	gestikulacija, izvini, izvinjenje, klanjanje, kretanje, meditacija, meditirati, moliti, naklon, oprostiti, pokret, sažaljenje, srednje svijetla koža, žaljenje, žena, ženski duboki naklon: srednje svijetla koža
🙇🏽‍♀	gestikulacija, izvini, izvinjenje, klanjanje, kretanje, meditacija, meditirati, moliti, naklon, ni svijetla ni tamna koža, oprostiti, pokret, sažaljenje, žaljenje, žena, ženski duboki naklon: ni svijetla ni tamna koža
🤦	glupost, kajanje, ogorčenje, čelo, šaka o čelo
🤦🏻	glupost, kajanje, ogorčenje, svijetla koža, čelo, šaka o čelo, šaka o čelo: svijetla koža
🤦🏼	glupost, kajanje, ogorčenje, srednje svijetla koža, čelo, šaka o čelo, šaka o čelo: srednje svijetla koža
🤦🏽	glupost, kajanje, ni svijetla ni tamna koža, ogorčenje, čelo, šaka o čelo, šaka o čelo: ni svijetla ni tamna koža
🤦🏾	glupost, kajanje, ogorčenje, srednje tamna koža, čelo, šaka o čelo
🤦🏿	glupost, kajanje, ogorčenje, tamna koža, čelo, šaka o čelo
🤦🏻‍♂	glupost, kajanje, muškarac, muškarac s rukom na čelu: svijetla koža, neverica, ogorčenost, omg, pobogu, pokret, svijetla koža, čelo, šaka, šok
🤦🏼‍♂	glupost, kajanje, muškarac, muškarac s rukom na čelu: srednje svijetla koža, neverica, ogorčenost, omg, pobogu, pokret, srednje svijetla koža, čelo, šaka, šok
🤦🏽‍♂	glupost, kajanje, muškarac, muškarac s rukom na čelu: ni svijetla ni tamna koža, neverica, ni svijetla ni tamna koža, ogorčenost, omg, pobogu, pokret, čelo, šaka, šok
🤦🏻‍♀	glupost, kajanje, neverica, ogorčenost, omg, pobogu, pokret, svijetla koža, čelo, šaka, šok, žena, žena s rukom na čelu: svijetla koža
🤦🏼‍♀	glupost, kajanje, neverica, ogorčenost, omg, pobogu, pokret, srednje svijetla koža, čelo, šaka, šok, žena, žena s rukom na čelu: srednje svijetla koža
🤦🏽‍♀	glupost, kajanje, neverica, ni svijetla ni tamna koža, ogorčenost, omg, pobogu, pokret, čelo, šaka, šok, žena, žena s rukom na čelu: ni svijetla ni tamna koža
🤷	slijeganje ramenima
🤷🏻	slijeganje ramenima, slijeganje ramenima: svijetla koža, svijetla koža
🤷🏼	slijeganje ramenima, slijeganje ramenima: srednje svijetla koža, srednje svijetla koža
🤷🏽	ni svijetla ni tamna koža, slijeganje ramenima, slijeganje ramenima: ni svijetla ni tamna koža
🤷🏾	slijeganje ramenima, slijeganje ramenima: srednje tamna koža, srednje tamna koža
🤷🏿	slijeganje ramenima, slijeganje ramenima: tamna koža, tamna koža
🤷‍♂	gestikulacija, muškarac, muškarac sliježe ramenima, neznanje, ravnodušnost
🤷🏻‍♂	gestikulacija, muškarac, muškarac sliježe ramenima, muškarac sliježe ramenima: svijetla koža, neznanje, ravnodušnost, svijetla koža
🤷🏼‍♂	gestikulacija, muškarac, muškarac sliježe ramenima, muškarac sliježe ramenima: srednje svijetla koža, neznanje, ravnodušnost, srednje svijetla koža
🤷🏽‍♂	gestikulacija, muškarac, muškarac sliježe ramenima, muškarac sliježe ramenima: ni svijetla ni tamna koža, neznanje, ni svijetla ni tamna koža, ravnodušnost
🤷🏾‍♂	gestikulacija, muškarac, muškarac sliježe ramenima, muškarac sliježe ramenima: srednje tamna koža, neznanje, ravnodušnost, srednje tamna koža
🤷🏿‍♂	gestikulacija, muškarac, muškarac sliježe ramenima, muškarac sliježe ramenima: tamna koža, neznanje, ravnodušnost, tamna koža
🤷‍♀	gestikulacija, neznanje, ravnodušnost, žena, žena sliježe ramenima
🤷🏻‍♀	gestikulacija, neznanje, ravnodušnost, svijetla koža, žena, žena sliježe ramenima, žena sliježe ramenima: svijetla koža
🤷🏼‍♀	gestikulacija, neznanje, ravnodušnost, srednje svijetla koža, žena, žena sliježe ramenima, žena sliježe ramenima: srednje svijetla koža
🤷🏽‍♀	gestikulacija, neznanje, ni svijetla ni tamna koža, ravnodušnost, žena, žena sliježe ramenima, žena sliježe ramenima: ni svijetla ni tamna koža
🤷🏾‍♀	gestikulacija, neznanje, ravnodušnost, srednje tamna koža, žena, žena sliježe ramenima, žena sliježe ramenima: srednje tamna koža
🤷🏿‍♀	gestikulacija, neznanje, ravnodušnost, tamna koža, žena, žena sliježe ramenima, žena sliježe ramenima: tamna koža
🧑‍⚕	doktor, ljekar, medicinska sestra, zdravstveni radnik, zdravstvo
🧑🏻‍⚕	doktor, ljekar, medicinska sestra, svijetla koža, zdravstveni radnik, zdravstveni radnik: svijetla koža, zdravstvo
🧑🏼‍⚕	doktor, ljekar, medicinska sestra, srednje svijetla koža, zdravstveni radnik, zdravstveni radnik: srednje svijetla koža, zdravstvo
🧑🏽‍⚕	doktor, ljekar, medicinska sestra, ni svijetla ni tamna koža, zdravstveni radnik, zdravstveni radnik: ni svijetla ni tamna koža, zdravstvo
🧑🏾‍⚕	doktor, ljekar, medicinska sestra, srednje tamna koža, zdravstveni radnik, zdravstvo
🧑🏿‍⚕	doktor, ljekar, medicinska sestra, tamna koža, zdravstveni radnik, zdravstvo
👨‍⚕	doktor, ljekar, muškarac, muškarac zdravstveni radnik, zdravstveni radnik, zdravstvo
👨🏻‍⚕	doktor, ljekar, muškarac, muškarac zdravstveni radnik, muškarac zdravstveni radnik: svijetla koža, svijetla koža, zdravstveni radnik, zdravstvo
👨🏼‍⚕	doktor, ljekar, muškarac, muškarac zdravstveni radnik, muškarac zdravstveni radnik: srednje svijetla koža, srednje svijetla koža, zdravstveni radnik, zdravstvo
👨🏽‍⚕	doktor, ljekar, muškarac, muškarac zdravstveni radnik, muškarac zdravstveni radnik: ni svijetla ni tamna koža, ni svijetla ni tamna koža, zdravstveni radnik, zdravstvo
👨🏾‍⚕	doktor, ljekar, muškarac, muškarac zdravstveni radnik, srednje tamna koža, zdravstveni radnik, zdravstvo
👨🏿‍⚕	doktor, ljekar, muškarac, muškarac zdravstveni radnik, tamna koža, zdravstveni radnik, zdravstvo
👩‍⚕	doktor, ljekar, zdravstvena radnica, zdravstvo, žena
👩🏻‍⚕	doktor, ljekar, svijetla koža, zdravstvena radnica, zdravstvena radnica: svijetla koža, zdravstvo, žena
👩🏼‍⚕	doktor, ljekar, srednje svijetla koža, zdravstvena radnica, zdravstvena radnica: srednje svijetla koža, zdravstvo, žena
👩🏽‍⚕	doktor, ljekar, ni svijetla ni tamna koža, zdravstvena radnica, zdravstvena radnica: ni svijetla ni tamna koža, zdravstvo, žena
👩🏾‍⚕	doktor, ljekar, srednje tamna koža, zdravstvena radnica, zdravstvo, žena
👩🏿‍⚕	doktor, ljekar, tamna koža, zdravstvena radnica, zdravstvo, žena
🧑‍🎓	diplomac, student(kinja)
🧑🏻‍🎓	diplomac, student(kinja), student(kinja): svijetla koža, svijetla koža
🧑🏼‍🎓	diplomac, srednje svijetla koža, student(kinja), student(kinja): srednje svijetla koža
🧑🏽‍🎓	diplomac, ni svijetla ni tamna koža, student(kinja), student(kinja): ni svijetla ni tamna koža
🧑🏾‍🎓	diplomac, srednje tamna koža, student(kinja), student(kinja): srednje tamna koža
🧑🏿‍🎓	diplomac, student(kinja), student(kinja): tamna koža, tamna koža
👨🏻‍🎓	apsolvent, muškarac, student, student: svijetla koža, svijetla koža
👨🏼‍🎓	apsolvent, muškarac, srednje svijetla koža, student, student: srednje svijetla koža
👨🏽‍🎓	apsolvent, muškarac, ni svijetla ni tamna koža, student, student: ni svijetla ni tamna koža
👩🏻‍🎓	apsolvent, student, studentkinja: svijetla koža, svijetla koža, žena
👩🏼‍🎓	apsolvent, srednje svijetla koža, student, studentkinja: srednje svijetla koža, žena
👩🏽‍🎓	apsolvent, ni svijetla ni tamna koža, student, studentkinja: ni svijetla ni tamna koža, žena
🧑🏻‍🏫	instruktor, profesor, svijetla koža, učitelj, učitelj: svijetla koža
🧑🏼‍🏫	instruktor, profesor, srednje svijetla koža, učitelj, učitelj: srednje svijetla koža
🧑🏽‍🏫	instruktor, ni svijetla ni tamna koža, profesor, učitelj, učitelj: ni svijetla ni tamna koža
👨🏻‍🏫	instruktor, muškarac, nastavnik, profesor, profesor: svijetla koža, svijetla koža, učitelj
👨🏼‍🏫	instruktor, muškarac, nastavnik, profesor, profesor: srednje svijetla koža, srednje svijetla koža, učitelj
👨🏽‍🏫	instruktor, muškarac, nastavnik, ni svijetla ni tamna koža, profesor, profesor: ni svijetla ni tamna koža, učitelj
👩🏻‍🏫	instruktorka, nastavnica, profesorka, profesorka: svijetla koža, svijetla koža, učiteljica, žena
👩🏼‍🏫	instruktorka, nastavnica, profesorka, profesorka: srednje svijetla koža, srednje svijetla koža, učiteljica, žena
👩🏽‍🏫	instruktorka, nastavnica, ni svijetla ni tamna koža, profesorka, profesorka: ni svijetla ni tamna koža, učiteljica, žena
🧑🏻‍⚖	pravda, sudija, sudija/nica, sudija/nica: svijetla koža, svijetla koža
🧑🏼‍⚖	pravda, srednje svijetla koža, sudija, sudija/nica, sudija/nica: srednje svijetla koža
🧑🏽‍⚖	ni svijetla ni tamna koža, pravda, sudija, sudija/nica, sudija/nica: ni svijetla ni tamna koža
👨🏻‍⚖	muškarac, muškarac sudija: svijetla koža, pravda, sudija, svijetla koža
👨🏼‍⚖	muškarac, muškarac sudija: srednje svijetla koža, pravda, srednje svijetla koža, sudija
👨🏽‍⚖	muškarac, muškarac sudija: ni svijetla ni tamna koža, ni svijetla ni tamna koža, pravda, sudija
👩🏻‍⚖	pravda, sudija, svijetla koža, žena, žena sudija: svijetla koža
👩🏼‍⚖	pravda, srednje svijetla koža, sudija, žena, žena sudija: srednje svijetla koža
👩🏽‍⚖	ni svijetla ni tamna koža, pravda, sudija, žena, žena sudija: ni svijetla ni tamna koža
🧑🏻‍🌾	baštovan, poljoprivrednik, poljoprivrednik: svijetla koža, svijetla koža
🧑🏼‍🌾	baštovan, poljoprivrednik, poljoprivrednik: srednje svijetla koža, srednje svijetla koža
🧑🏽‍🌾	baštovan, ni svijetla ni tamna koža, poljoprivrednik, poljoprivrednik: ni svijetla ni tamna koža
👨🏻‍🌾	bašta, baštovan, farma, muškarac, muškarac poljoprivrednik: svijetla koža, poljoprivrednik, selo, svijetla koža
👨🏼‍🌾	bašta, baštovan, farma, muškarac, muškarac poljoprivrednik: srednje svijetla koža, poljoprivrednik, selo, srednje svijetla koža
👨🏽‍🌾	bašta, baštovan, farma, muškarac, muškarac poljoprivrednik: ni svijetla ni tamna koža, ni svijetla ni tamna koža, poljoprivrednik, selo
👩🏻‍🌾	bašta, baštovanka, farma, poljoprivrednica, poljoprivrednica: svijetla koža, selo, svijetla koža, žena
👩🏼‍🌾	bašta, baštovanka, farma, poljoprivrednica, poljoprivrednica: srednje svijetla koža, selo, srednje svijetla koža, žena
👩🏽‍🌾	bašta, baštovanka, farma, ni svijetla ni tamna koža, poljoprivrednica, poljoprivrednica: ni svijetla ni tamna koža, selo, žena
🧑🏻‍🍳	kuvar, kuvar: svijetla koža, svijetla koža, šef
🧑🏼‍🍳	kuvar, kuvar: srednje svijetla koža, srednje svijetla koža, šef
🧑🏽‍🍳	kuvar, kuvar: ni svijetla ni tamna koža, ni svijetla ni tamna koža, šef
👨🏻‍🍳	kuhinja, kuvar, muškarac, muškarac kuvar: svijetla koža, svijetla koža, šef
👨🏼‍🍳	kuhinja, kuvar, muškarac, muškarac kuvar: srednje svijetla koža, srednje svijetla koža, šef
👨🏽‍🍳	kuhinja, kuvar, muškarac, muškarac kuvar: ni svijetla ni tamna koža, ni svijetla ni tamna koža, šef
👩🏻‍🍳	kuhinja, kuvar, kuvarica, kuvarica: svijetla koža, svijetla koža, šef, žena
👩🏼‍🍳	kuhinja, kuvar, kuvarica, kuvarica: srednje svijetla koža, srednje svijetla koža, šef, žena
👩🏽‍🍳	kuhinja, kuvar, kuvarica, kuvarica: ni svijetla ni tamna koža, ni svijetla ni tamna koža, šef, žena
🧑🏻‍🔧	električar, majstor, mehaničar, mehaničar: svijetla koža, svijetla koža, vodoinstalater
🧑🏼‍🔧	električar, majstor, mehaničar, mehaničar: srednje svijetla koža, srednje svijetla koža, vodoinstalater
