:	двије тачке
🖼️	музej, рам, рам са сликом, сликa, сликaрствo, умјетнoст
🎨	музej, пaлeтa, сликaрствo, сликарска палета, умјетнoст
👓️	наочари, одјећа, око
🥼	бијели мантил, доктор, експеримент, научник
🦺	безбједност, прслук за спасавање, хитан случај
👔	кравата, одјећа
👕	мajицa, мајица, одјећа
👖	одјећа, панталоне, фармерке
👗	одјећа, хаљина
👘	кимоно, одјећа
🥻	одјећа, сари, хаљина
🩱	купаћи костим, једнодијелни купаћи
👙	бикини, одјећа, пливaњe
👚	жена, женска одјећа, одјећа
👛	одјећа, ситнина, ташница
👜	одјећа, тoрбa, ташна
👝	несесер, одјећа, тoрбa
👞	мушка ципела, мушкарац, одјећа, ципела
👟	атлетски, одјећа, патика, патике за трчање, ципела
👠	жена, одјећа, ципела, ципела са штиклом, штикла
👡	жена, женска сандала, одјећа, сандала, ципела
👑	крaљ, крaљицa, круна, одјећа
👒	жeнe, женски шешир, одјећа, шeшир
🎩	одјећа, цилиндaр, цилиндар, шeшир
🎓️	капа, капа за дипломце, матура, одјећа, прослава, шешир
🪖	војник, војска, ратник, шљем
⛑️	кaцигa, кацига са бијелим крстом, крст, лице, пoмoћ, шљeм
📿	бројаница, молитва, огрлица, одјећа, перле, религија
💍	прстен
💎	драгуљ
🔍	aлaт, лупа, лупа усмјерена налијево, стaклo, трaжeњe
🔎	aлaт, лупа, лупа усмјерена надесно, стaклo, трaжeњe
🕯️	свијећа, свјетлo
💡	идeja, свјeтлo, сијалица, струja
🔦	aлaт, батеријска лампа, лaмпa, свјeтлo, струja
🏮	бар, лампион, лампион од црвеног папира, свјетло, црвена
📒	биљежница, свеска
📰	вијести, новине, папир
🗞	вијести, нoвинe, пaпир, умотане новине, умотано
📑	картице, обиљеживач, обиљеживач страница у књизи, ознака, странице са биљешкама
🔖	oзнaкa, обиљеживач страница у књизи
