‾	forbindelsesstreg, høj streg, overstreg, vinculum
🙇‍♀	buk, kvinde, kvinde bukker dybt, meditation, undskyld, undskyldning
🙇🏻‍♀	buk, kvinde, kvinde bukker dybt, kvinde bukker dybt: lys teint, lys teint, meditation, undskyld, undskyldning
🙇🏼‍♀	buk, kvinde, kvinde bukker dybt, kvinde bukker dybt: medium til lys teint, meditation, medium til lys teint, undskyld, undskyldning
🙇🏽‍♀	buk, kvinde, kvinde bukker dybt, kvinde bukker dybt: medium teint, meditation, medium teint, undskyld, undskyldning
🙇🏾‍♀	buk, kvinde, kvinde bukker dybt, kvinde bukker dybt: medium til mørk teint, meditation, medium til mørk teint, undskyld, undskyldning
🙇🏿‍♀	buk, kvinde, kvinde bukker dybt, kvinde bukker dybt: mørk teint, meditation, mørk teint, undskyld, undskyldning
🤦	ansigt, chok, dumt, facepalm, hånd, ikke igen, irritation, irriteret, omg, person, ryster på hovedet, skepsis, slå sig for panden, slår sig for panden, åh nej
🤦🏻	ansigt, chok, dumt, facepalm, hånd, ikke igen, irritation, irriteret, lys teint, omg, person, ryster på hovedet, skepsis, slå sig for panden: lys teint, slår sig for panden, åh nej
🤦🏼	ansigt, chok, dumt, facepalm, hånd, ikke igen, irritation, irriteret, medium til lys teint, omg, person, ryster på hovedet, skepsis, slå sig for panden: medium til lys teint, slår sig for panden, åh nej
🤦🏽	ansigt, chok, dumt, facepalm, hånd, ikke igen, irritation, irriteret, medium teint, omg, person, ryster på hovedet, skepsis, slå sig for panden: medium teint, slår sig for panden, åh nej
🤦🏾	ansigt, chok, dumt, facepalm, hånd, ikke igen, irritation, irriteret, medium til mørk teint, omg, person, ryster på hovedet, skepsis, slå sig for panden: medium til mørk teint, slår sig for panden, åh nej
🤦🏿	ansigt, chok, dumt, facepalm, hånd, ikke igen, irritation, irriteret, mørk teint, omg, person, ryster på hovedet, skepsis, slå sig for panden: mørk teint, slår sig for panden, åh nej
🤦‍♂	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, mand, mand slår sig for panden, omg, skepsis, skuffelse, åh nej
🤦🏻‍♂	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, lys teint, mand, mand slår sig for panden, mand slår sig for panden: lys teint, omg, skepsis, skuffelse, åh nej
🤦🏼‍♂	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, mand, mand slår sig for panden, mand slår sig for panden: medium til lys teint, medium til lys teint, omg, skepsis, skuffelse, åh nej
🤦🏽‍♂	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, mand, mand slår sig for panden, mand slår sig for panden: medium teint, medium teint, omg, skepsis, skuffelse, åh nej
🤦🏾‍♂	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, mand, mand slår sig for panden, mand slår sig for panden: medium til mørk teint, medium til mørk teint, omg, skepsis, skuffelse, åh nej
🤦🏿‍♂	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, mand, mand slår sig for panden, mand slår sig for panden: mørk teint, mørk teint, omg, skepsis, skuffelse, åh nej
🤦‍♀	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, kvinde, kvinde slår sig for panden, omg, skepsis, skuffelse, åh nej
🤦🏻‍♀	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, kvinde, kvinde slår sig for panden, kvinde slår sig for panden: lys teint, lys teint, omg, skepsis, skuffelse, åh nej
🤦🏼‍♀	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, kvinde, kvinde slår sig for panden, kvinde slår sig for panden: medium til lys teint, medium til lys teint, omg, skepsis, skuffelse, åh nej
🤦🏽‍♀	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, kvinde, kvinde slår sig for panden, kvinde slår sig for panden: medium teint, medium teint, omg, skepsis, skuffelse, åh nej
🤦🏾‍♀	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, kvinde, kvinde slår sig for panden, kvinde slår sig for panden: medium til mørk teint, medium til mørk teint, omg, skepsis, skuffelse, åh nej
🤦🏿‍♀	chok, facepalm, græmmes, håndflade, ikke igen, irritation, irriteret, kvinde, kvinde slår sig for panden, kvinde slår sig for panden: mørk teint, mørk teint, omg, skepsis, skuffelse, åh nej
🤷	aner det ikke, jeg ved det ikke, ligeglad, ligegyldigt, muligvis, måske, pas, person, trækker på skuldrene, tvivl, uvidende, uvidenhed, ved det ikke
🤷🏻	aner det ikke, jeg ved det ikke, ligeglad, ligegyldigt, lys teint, muligvis, måske, pas, person, trækker på skuldrene, trækker på skuldrene: lys teint, tvivl, uvidende, uvidenhed, ved det ikke
🤷🏼	aner det ikke, jeg ved det ikke, ligeglad, ligegyldigt, medium til lys teint, muligvis, måske, pas, person, trækker på skuldrene, trækker på skuldrene: medium til lys teint, tvivl, uvidende, uvidenhed, ved det ikke
🤷🏽	aner det ikke, jeg ved det ikke, ligeglad, ligegyldigt, medium teint, muligvis, måske, pas, person, trækker på skuldrene, trækker på skuldrene: medium teint, tvivl, uvidende, uvidenhed, ved det ikke
🤷🏾	aner det ikke, jeg ved det ikke, ligeglad, ligegyldigt, medium til mørk teint, muligvis, måske, pas, person, trækker på skuldrene, trækker på skuldrene: medium til mørk teint, tvivl, uvidende, uvidenhed, ved det ikke
🤷🏿	aner det ikke, jeg ved det ikke, ligeglad, ligegyldigt, muligvis, måske, mørk teint, pas, person, trækker på skuldrene, trækker på skuldrene: mørk teint, tvivl, uvidende, uvidenhed, ved det ikke
🤷‍♂	aner det ikke, ingen anelse, jeg ved ikke, lige meget, ligeglad, ligegyldighed, mand, mand trækker på skuldrene, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏻‍♂	aner det ikke, ingen anelse, jeg ved ikke, lige meget, ligeglad, ligegyldighed, lys teint, mand, mand trækker på skuldrene, mand trækker på skuldrene: lys teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏼‍♂	aner det ikke, ingen anelse, jeg ved ikke, lige meget, ligeglad, ligegyldighed, mand, mand trækker på skuldrene, mand trækker på skuldrene: medium til lys teint, medium til lys teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏽‍♂	aner det ikke, ingen anelse, jeg ved ikke, lige meget, ligeglad, ligegyldighed, mand, mand trækker på skuldrene, mand trækker på skuldrene: medium teint, medium teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏾‍♂	aner det ikke, ingen anelse, jeg ved ikke, lige meget, ligeglad, ligegyldighed, mand, mand trækker på skuldrene, mand trækker på skuldrene: medium til mørk teint, medium til mørk teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏿‍♂	aner det ikke, ingen anelse, jeg ved ikke, lige meget, ligeglad, ligegyldighed, mand, mand trækker på skuldrene, mand trækker på skuldrene: mørk teint, muligvis, måske, mørk teint, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷‍♀	aner det ikke, ingen anelse, jeg ved ikke, kvinde, kvinde trækker på skuldrene, lige meget, ligeglad, ligegyldighed, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏻‍♀	aner det ikke, ingen anelse, jeg ved ikke, kvinde, kvinde trækker på skuldrene, kvinde trækker på skuldrene: lys teint, lige meget, ligeglad, ligegyldighed, lys teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏼‍♀	aner det ikke, ingen anelse, jeg ved ikke, kvinde, kvinde trækker på skuldrene, kvinde trækker på skuldrene: medium til lys teint, lige meget, ligeglad, ligegyldighed, medium til lys teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏽‍♀	aner det ikke, ingen anelse, jeg ved ikke, kvinde, kvinde trækker på skuldrene, kvinde trækker på skuldrene: medium teint, lige meget, ligeglad, ligegyldighed, medium teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏾‍♀	aner det ikke, ingen anelse, jeg ved ikke, kvinde, kvinde trækker på skuldrene, kvinde trækker på skuldrene: medium til mørk teint, lige meget, ligeglad, ligegyldighed, medium til mørk teint, muligvis, måske, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🤷🏿‍♀	aner det ikke, ingen anelse, jeg ved ikke, kvinde, kvinde trækker på skuldrene, kvinde trækker på skuldrene: mørk teint, lige meget, ligeglad, ligegyldighed, muligvis, måske, mørk teint, pas, skuldre, tvivl, uvidende, uvidenhed, ved ikke
🧑‍⚕	doktor, læge, specialist, sundhed, sundhedspersonale, sundhedsvæsenet, sygeplejerske, terapeut
🧑🏻‍⚕	doktor, lys teint, læge, specialist, sundhed, sundhedspersonale, sundhedspersonale: lys teint, sundhedsvæsenet, sygeplejerske, terapeut
🧑🏼‍⚕	doktor, læge, medium til lys teint, specialist, sundhed, sundhedspersonale, sundhedspersonale: medium til lys teint, sundhedsvæsenet, sygeplejerske, terapeut
🧑🏽‍⚕	doktor, læge, medium teint, specialist, sundhed, sundhedspersonale, sundhedspersonale: medium teint, sundhedsvæsenet, sygeplejerske, terapeut
🧑🏾‍⚕	doktor, læge, medium til mørk teint, specialist, sundhed, sundhedspersonale, sundhedspersonale: medium til mørk teint, sundhedsvæsenet, sygeplejerske, terapeut
🧑🏿‍⚕	doktor, læge, mørk teint, specialist, sundhed, sundhedspersonale, sundhedspersonale: mørk teint, sundhedsvæsenet, sygeplejerske, terapeut
👨‍⚕	kittel, læge, mand, mandlig sundhedsperson, sygeplejerske
👨🏻‍⚕	kittel, lys teint, læge, mand, mandlig sundhedsperson, mandlig sundhedsperson: lys teint, sygeplejerske
👨🏼‍⚕	kittel, læge, mand, mandlig sundhedsperson, mandlig sundhedsperson: medium til lys teint, medium til lys teint, sygeplejerske
👨🏽‍⚕	kittel, læge, mand, mandlig sundhedsperson, mandlig sundhedsperson: medium teint, medium teint, sygeplejerske
👨🏾‍⚕	kittel, læge, mand, mandlig sundhedsperson, mandlig sundhedsperson: medium til mørk teint, medium til mørk teint, sygeplejerske
👨🏿‍⚕	kittel, læge, mand, mandlig sundhedsperson, mandlig sundhedsperson: mørk teint, mørk teint, sygeplejerske
👩‍⚕	kittel, kvinde, kvindelig sundhedsperson, læge, sygeplejerske
👩🏻‍⚕	kittel, kvinde, kvindelig sundhedsperson, kvindelig sundhedsperson: lys teint, lys teint, læge, sygeplejerske
👩🏼‍⚕	kittel, kvinde, kvindelig sundhedsperson, kvindelig sundhedsperson: medium til lys teint, læge, medium til lys teint, sygeplejerske
👩🏽‍⚕	kittel, kvinde, kvindelig sundhedsperson, kvindelig sundhedsperson: medium teint, læge, medium teint, sygeplejerske
👩🏾‍⚕	kittel, kvinde, kvindelig sundhedsperson, kvindelig sundhedsperson: medium til mørk teint, læge, medium til mørk teint, sygeplejerske
👩🏿‍⚕	kittel, kvinde, kvindelig sundhedsperson, kvindelig sundhedsperson: mørk teint, læge, mørk teint, sygeplejerske
🧑‍🎓	dimittend, kandidat, student, studerende
🧑🏻‍🎓	dimittend, kandidat, lys teint, student, studerende, studerende: lys teint
🧑🏼‍🎓	dimittend, kandidat, medium til lys teint, student, studerende, studerende: medium til lys teint
🧑🏽‍🎓	dimittend, kandidat, medium teint, student, studerende, studerende: medium teint
🧑🏾‍🎓	dimittend, kandidat, medium til mørk teint, student, studerende, studerende: medium til mørk teint
🧑🏿‍🎓	dimittend, kandidat, mørk teint, student, studerende, studerende: mørk teint
👨‍🎓	dimittend, eksamenshat, mand, mandlig studerende, studerende
👨🏻‍🎓	dimittend, eksamenshat, lys teint, mand, mandlig studerende, mandlig studerende: lys teint, studerende
👨🏼‍🎓	dimittend, eksamenshat, mand, mandlig studerende, mandlig studerende: medium til lys teint, medium til lys teint, studerende
👨🏽‍🎓	dimittend, eksamenshat, mand, mandlig studerende, mandlig studerende: medium teint, medium teint, studerende
👨🏾‍🎓	dimittend, eksamenshat, mand, mandlig studerende, mandlig studerende: medium til mørk teint, medium til mørk teint, studerende
👨🏿‍🎓	dimittend, eksamenshat, mand, mandlig studerende, mandlig studerende: mørk teint, mørk teint, studerende
👩‍🎓	dimittend, eksamen, eksamenshat, kvinde, kvindelig studerende, studerende
👩🏻‍🎓	dimittend, eksamen, eksamenshat, kvinde, kvindelig studerende, kvindelig studerende: lys teint, lys teint, studerende
👩🏼‍🎓	dimittend, eksamen, eksamenshat, kvinde, kvindelig studerende, kvindelig studerende: medium til lys teint, medium til lys teint, studerende
👩🏽‍🎓	dimittend, eksamen, eksamenshat, kvinde, kvindelig studerende, kvindelig studerende: medium teint, medium teint, studerende
👩🏾‍🎓	dimittend, eksamen, eksamenshat, kvinde, kvindelig studerende, kvindelig studerende: medium til mørk teint, medium til mørk teint, studerende
👩🏿‍🎓	dimittend, eksamen, eksamenshat, kvinde, kvindelig studerende, kvindelig studerende: mørk teint, mørk teint, studerende
🧑‍🏫	instruktor, lektor, lærer, professor, skolelærer, underviser
🧑🏻‍🏫	instruktor, lektor, lys teint, lærer, lærer: lys teint, professor, skolelærer, underviser
🧑🏼‍🏫	instruktor, lektor, lærer, lærer: medium til lys teint, medium til lys teint, professor, skolelærer, underviser
🧑🏽‍🏫	instruktor, lektor, lærer, lærer: medium teint, medium teint, professor, skolelærer, underviser
🧑🏾‍🏫	instruktor, lektor, lærer, lærer: medium til mørk teint, medium til mørk teint, professor, skolelærer, underviser
🧑🏿‍🏫	instruktor, lektor, lærer, lærer: mørk teint, mørk teint, professor, skolelærer, underviser
👨‍🏫	lærer, mand, mandlig lærer, professor, underviser
👨🏻‍🏫	lys teint, lærer, mand, mandlig lærer, mandlig lærer: lys teint, professor, underviser
👨🏼‍🏫	lærer, mand, mandlig lærer, mandlig lærer: medium til lys teint, medium til lys teint, professor, underviser
👨🏽‍🏫	lærer, mand, mandlig lærer, mandlig lærer: medium teint, medium teint, professor, underviser
👨🏾‍🏫	lærer, mand, mandlig lærer, mandlig lærer: medium til mørk teint, medium til mørk teint, professor, underviser
👨🏿‍🏫	lærer, mand, mandlig lærer, mandlig lærer: mørk teint, mørk teint, professor, underviser
👩‍🏫	kvinde, kvindelig lærer, lærerinde, professor, underviser
👩🏻‍🏫	kvinde, kvindelig lærer, kvindelig lærer: lys teint, lys teint, lærerinde, professor, underviser
👩🏼‍🏫	kvinde, kvindelig lærer, kvindelig lærer: medium til lys teint, lærerinde, medium til lys teint, professor, underviser
👩🏽‍🏫	kvinde, kvindelig lærer, kvindelig lærer: medium teint, lærerinde, medium teint, professor, underviser
👩🏾‍🏫	kvinde, kvindelig lærer, kvindelig lærer: medium til mørk teint, lærerinde, medium til mørk teint, professor, underviser
👩🏿‍🏫	kvinde, kvindelig lærer, kvindelig lærer: mørk teint, lærerinde, mørk teint, professor, underviser
🧑‍⚖	dommer, domstol, retfærdighed
🧑🏻‍⚖	dommer, dommer: lys teint, domstol, lys teint, retfærdighed
🧑🏼‍⚖	dommer, dommer: medium til lys teint, domstol, medium til lys teint, retfærdighed
🧑🏽‍⚖	dommer, dommer: medium teint, domstol, medium teint, retfærdighed
🧑🏾‍⚖	dommer, dommer: medium til mørk teint, domstol, medium til mørk teint, retfærdighed
🧑🏿‍⚖	dommer, dommer: mørk teint, domstol, mørk teint, retfærdighed
👨‍⚖	jura, lov, mand, mandlig dommer, retfærdighed
👨🏻‍⚖	jura, lov, lys teint, mand, mandlig dommer, mandlig dommer: lys teint, retfærdighed
👨🏼‍⚖	jura, lov, mand, mandlig dommer, mandlig dommer: medium til lys teint, medium til lys teint, retfærdighed
